;sp_richn;fmpd;fric
7115:465 _s202200;54;0.671986376;0.26384092
7115:466 _s202200;53;0.673859746;0.263838877
7115:467 _s202200;45;0.65656681;0.224568359
7115:468 _s202200;45;0.647112034;0.224568359
7115:475 _s202200;53;0.679297424;0.263838877
7115:476 _s202200;52;0.68436528;0.254394929
7115:477 _s202200;52;0.686982626;0.254394929
7115:478 _s202200;51;0.685070367;0.251360938
7115:485 _s202200;78;0.668577199;0.544001993
7115:486 _s202200;53;0.688060414;0.263838877
7115:487 _s202200;49;0.683188154;0.217469253
7115:488 _s202200;52;0.64385309;0.215877987
7115:489 _s202200;43;0.700385165;0.198597141
7115:495 _s202200;79;0.664067829;0.545113976
7115:496 _s202200;75;0.641722254;0.407338878
7115:497 _s202200;41;0.707131516;0.179662932
7115:498 _s202200;40;0.711489323;0.17950056
7115:499 _s202200;38;0.70865417;0.177874789
7116:238 _s202200;44;0.652928081;0.221983023
7116:239 _s202200;44;0.648600273;0.221983023
7116:247 _s202200;51;0.68090209;0.248614629
7116:248 _s202200;48;0.6947974;0.216403258
7116:249 _s202200;48;0.691943198;0.216403258
7116:380 _s202200;34;0.691037109;0.151802464
7116:381 _s202200;32;0.691697512;0.147949737
7116:390 _s202200;36;0.703778895;0.169432988
7116:391 _s202200;31;0.698092399;0.145780566
7116:392 _s202200;31;0.686973791;0.145780566
7116:456 _s202200;47;0.692426182;0.214307323
7116:457 _s202200;41;0.709709204;0.179557678
7116:458 _s202200;41;0.69969765;0.179662932
7116:459 _s202200;42;0.690822338;0.180182908
7116:466 _s202200;33;0.691521293;0.148850669
7116:467 _s202200;40;0.711956078;0.17950056
7116:468 _s202200;41;0.701296026;0.179662932
7116:469 _s202200;56;0.675604008;0.425107694
7116:476 _s202200;30;0.671458446;0.127557801
7116:477 _s202200;31;0.687336326;0.145780566
7116:478 _s202200;40;0.699137476;0.17727737
7116:479 _s202200;31;0.71186038;0.145780566
7116:486 _s202200;29;0.667084361;0.116941411
7116:487 _s202200;30;0.676061433;0.127557801
7116:488 _s202200;35;0.701291579;0.172324065
7116:489 _s202200;35;0.718999108;0.172324065
7116:497 _s202200;31;0.69656555;0.145780566
7116:498 _s202200;38;0.70946349;0.174136764
7116:499 _s202200;38;0.70757615;0.174136764
7117:130 _s202200;44;0.653947159;0.221983023
7117:140 _s202200;45;0.701047716;0.213375362
7117:141 _s202200;35;0.697900773;0.16707472
7117:350 _s202200;41;0.674555247;0.177776154
7117:351 _s202200;37;0.689262847;0.172979187
7117:352 _s202200;33;0.691900671;0.148071545
7117:360 _s202200;31;0.703265695;0.145780566
7117:361 _s202200;31;0.702276958;0.145780566
7117:362 _s202200;30;0.692604606;0.134817967
7117:370 _s202200;31;0.698643325;0.145780566
7117:371 _s202200;29;0.670850252;0.116941411
7117:372 _s202200;31;0.694823234;0.145780566
7117:380 _s202200;37;0.712745991;0.173980427
7117:381 _s202200;37;0.713969172;0.173980427
7117:382 _s202200;35;0.713388037;0.172324065
7117:390 _s202200;38;0.678032357;0.174503527
7117:391 _s202200;36;0.71412209;0.173848405
7215:101 _s202200;29;0.671435114;0.116941411
7215:102 _s202200;31;0.693502791;0.145780566
7215:103 _s202200;35;0.70027701;0.163369303
7215:104 _s202200;53;0.656899175;0.251380282
7215:112 _s202200;32;0.693043558;0.147949737
7215:113 _s202200;43;0.69640709;0.198551287
7215:114 _s202200;45;0.690431767;0.200712366
7215:123 _s202200;37;0.709337096;0.175482009
7215:124 _s202200;40;0.70928956;0.17950056
7215:134 _s202200;36;0.713977425;0.173070562
7215:205 _s202200;79;0.665369683;0.545113976
7215:206 _s202200;78;0.661536867;0.544001993
7215:207 _s202200;69;0.656476127;0.498321467
7215:208 _s202200;40;0.711425926;0.17950056
7215:209 _s202200;31;0.7029183;0.145780566
7215:215 _s202200;50;0.673681943;0.220964007
7215:216 _s202200;78;0.665003239;0.544001993
7215:217 _s202200;75;0.66302497;0.533445029
7215:218 _s202200;72;0.672393654;0.530933978
7215:219 _s202200;69;0.673923901;0.510191756
7215:225 _s202200;40;0.709102039;0.17950056
7215:226 _s202200;47;0.700008606;0.216394309
7215:227 _s202200;48;0.700413088;0.219766368
7215:228 _s202200;48;0.700397332;0.219766368
7215:229 _s202200;72;0.674912698;0.530933978
7215:235 _s202200;39;0.709153978;0.177121032
7215:236 _s202200;40;0.711195055;0.17950056
7215:237 _s202200;40;0.709703952;0.17950056
7215:238 _s202200;40;0.711344042;0.17950056
7215:239 _s202200;41;0.704472983;0.1962416
7215:245 _s202200;35;0.709803072;0.172324065
7215:246 _s202200;35;0.715233137;0.172324065
7215:247 _s202200;36;0.712947853;0.173070562
7215:248 _s202200;36;0.710382423;0.173070562
7215:249 _s202200;36;0.707197229;0.173070562
7215:458 _s202200;31;0.698842787;0.145780566
7215:459 _s202200;31;0.71100703;0.145780566
7216:100 _s202200;31;0.696958474;0.145780566
7216:101 _s202200;31;0.693106473;0.145780566
7216:102 _s202200;30;0.679660669;0.127557801
7216:103 _s202200;28;0.677367475;0.116824794
7216:104 _s202200;28;0.676087811;0.116824794
7216:110 _s202200;64;0.667932732;0.449185375
7216:111 _s202200;32;0.703375115;0.157117807
7216:112 _s202200;31;0.706810713;0.145780566
7216:113 _s202200;29;0.682068412;0.127441184
7216:114 _s202200;30;0.698630683;0.145663949
7216:120 _s202200;68;0.675817726;0.492153156
7216:121 _s202200;55;0.674159722;0.420758723
7216:122 _s202200;53;0.671211348;0.416967412
7216:123 _s202200;32;0.709262808;0.157117807
7216:124 _s202200;31;0.70797217;0.145780566
7216:130 _s202200;40;0.707244846;0.17950056
7216:131 _s202200;60;0.688745781;0.427981049
7216:132 _s202200;59;0.671418929;0.426885535
7216:133 _s202200;51;0.644129006;0.307619355
7216:134 _s202200;63;0.679222287;0.447007728
7216:140 _s202200;32;0.713361103;0.157117807
7216:141 _s202200;35;0.709870965;0.172324065
7216:142 _s202200;31;0.695843844;0.145780566
7216:143 _s202200;31;0.69158802;0.145780566
7216:144 _s202200;35;0.705076745;0.172324065
7216:205 _s202200;29;0.690336426;0.134701349
7216:206 _s202200;30;0.704203996;0.145663949
7216:215 _s202200;30;0.704828356;0.145663949
7216:216 _s202200;29;0.68271921;0.127441184
7216:217 _s202200;36;0.708482535;0.173165603
7216:218 _s202200;33;0.711642759;0.166356464
7216:226 _s202200;34;0.717726692;0.172192043
7216:227 _s202200;34;0.713219401;0.172192043
7216:228 _s202200;31;0.704190359;0.145780566
7216:229 _s202200;30;0.681152765;0.127557801
7216:235 _s202200;56;0.6379527;0.312491204
7216:236 _s202200;60;0.673845621;0.427981049
7216:237 _s202200;31;0.697438255;0.145780566
7216:238 _s202200;31;0.691791905;0.145780566
7216:225 _s202200;31;0.697154637;0.145780566
7216:239 _s202200;31;0.697811431;0.145780566
7216:245 _s202200;46;0.629341373;0.180214428
7216:246 _s202200;57;0.634947881;0.314584083
7216:247 _s202200;60;0.663309328;0.427981049
7216:248 _s202200;63;0.684225074;0.447007728
7216:249 _s202200;39;0.71231578;0.177121032
7216:350 _s202200;31;0.704504911;0.145780566
7216:351 _s202200;35;0.706185531;0.172324065
7216:352 _s202200;31;0.694292612;0.145780566
7216:353 _s202200;31;0.702182953;0.145780566
7216:354 _s202200;31;0.704439184;0.145780566
7216:361 _s202200;30;0.716193445;0.145663949
7216:362 _s202200;29;0.695127764;0.134701349
7216:363 _s202200;28;0.678069836;0.116824794
7216:364 _s202200;30;0.696272736;0.145663949
7216:455 _s202200;31;0.698768887;0.145780566
7216:456 _s202200;31;0.696681517;0.145780566
7216:457 _s202200;63;0.677322186;0.447007728
7216:458 _s202200;63;0.669994386;0.449165739
7216:459 _s202200;59;0.648936297;0.426885535
7216:465 _s202200;29;0.684843282;0.127441184
7216:466 _s202200;37;0.67812908;0.172979187
7216:467 _s202200;38;0.695875944;0.17379641
7216:468 _s202200;41;0.690060075;0.177776154
7216:469 _s202200;36;0.712037674;0.173070562
7216:475 _s202200;30;0.702622881;0.145663949
7216:476 _s202200;30;0.698342621;0.145663949
7216:477 _s202200;30;0.706511328;0.145663949
7216:478 _s202200;34;0.701937277;0.166488486
7216:479 _s202200;32;0.705532527;0.157117807
7216:487 _s202200;30;0.692967033;0.145663949
7216:488 _s202200;30;0.680668521;0.127557801
7216:489 _s202200;30;0.681515531;0.127557801
7217:120 _s202200;30;0.680097582;0.127557801
7217:121 _s202200;31;0.698389276;0.145780566
7217:122 _s202200;31;0.691133172;0.145780566
7217:123 _s202200;30;0.674298029;0.127557801
7217:124 _s202200;30;0.672633843;0.127557801
7217:130 _s202200;31;0.693738175;0.145780566
7217:131 _s202200;30;0.680088222;0.127557801
7217:132 _s202200;37;0.685048511;0.172979187
7217:133 _s202200;32;0.684135785;0.145896627
7217:134 _s202200;30;0.675800932;0.127557801
7217:140 _s202200;36;0.707249426;0.173070562
7217:141 _s202200;35;0.708489469;0.172324065
7217:142 _s202200;41;0.688773159;0.177776154
7217:143 _s202200;41;0.674607976;0.177776154
7217:144 _s202200;31;0.689563682;0.145780566
7217:235 _s202200;30;0.67531237;0.127557801
7217:236 _s202200;30;0.668895406;0.127557801
7217:245 _s202200;30;0.67540022;0.127557801
7217:246 _s202200;30;0.672739676;0.127557801
7217:350 _s202200;70;0.666854467;0.516296262
7217:351 _s202200;65;0.674363835;0.485997801
7217:352 _s202200;60;0.663388635;0.427981049
7217:353 _s202200;59;0.679727752;0.427650883
7217:354 _s202200;45;0.659509913;0.182538228
7217:360 _s202200;40;0.70936781;0.17950056
7217:361 _s202200;40;0.71314355;0.17950056
7217:362 _s202200;38;0.70686246;0.177874789
7217:363 _s202200;60;0.683939295;0.427981049
7217:364 _s202200;60;0.679084937;0.427981049
7217:370 _s202200;39;0.657710669;0.175494312
7217:371 _s202200;34;0.653604798;0.146731901
7217:372 _s202200;30;0.677489407;0.127557801
7217:373 _s202200;30;0.674245623;0.127557801
7217:374 _s202200;31;0.688865172;0.145780566
7217:380 _s202200;33;0.678050952;0.146386761
7217:381 _s202200;37;0.677226752;0.172979187
7217:382 _s202200;33;0.700898922;0.159286978
7217:383 _s202200;32;0.690802311;0.147949737
7217:384 _s202200;32;0.688130863;0.147949737
7217:393 _s202200;52;0.663041374;0.225966214
7217:394 _s202200;49;0.668246888;0.219962353
7217:455 _s202200;30;0.676354417;0.127557801
7217:456 _s202200;30;0.673589041;0.127557801
7217:457 _s202200;31;0.689222602;0.145780566
7217:458 _s202200;29;0.667415038;0.116941411
7217:459 _s202200;29;0.663076481;0.116941411
7217:465 _s202200;32;0.686464497;0.145896627
7217:466 _s202200;51;0.652566011;0.308282161
7217:467 _s202200;33;0.666970735;0.146386761
7217:468 _s202200;30;0.672552046;0.127557801
7217:469 _s202200;31;0.684930366;0.145780566
7217:475 _s202200;57;0.68684463;0.425619505
7217:476 _s202200;43;0.642814726;0.177981795
7217:477 _s202200;43;0.647606485;0.177981795
7217:478 _s202200;35;0.703653844;0.172324065
7217:479 _s202200;29;0.669662648;0.116941411
7217:485 _s202200;51;0.664847549;0.268984675
7217:486 _s202200;50;0.655389966;0.258949916
7217:487 _s202200;59;0.677584708;0.427981049
7217:488 _s202200;58;0.670081456;0.426715019
7217:489 _s202200;44;0.655789774;0.182428198
7217:495 _s202200;38;0.676448485;0.174698266
7217:496 _s202200;37;0.663361027;0.153152616
7217:497 _s202200;39;0.681320063;0.176793577
7217:498 _s202200;46;0.697446432;0.206221893
7217:499 _s202200;48;0.661031786;0.207311744
7317:205 _s202200;45;0.650218792;0.205823991
7317:206 _s202200;45;0.649774212;0.205823991
7317:207 _s202200;46;0.656812217;0.228751655
7317:208 _s202200;45;0.646738281;0.205823991
7317:209 _s202200;46;0.663223123;0.228751655
7317:216 _s202200;47;0.650381339;0.230296164
7317:217 _s202200;46;0.643242377;0.207206951
7317:218 _s202200;47;0.651817086;0.230296164
1116:209 _s202200;78;0.662653168;0.579371816
1116:219 _s202200;71;0.674469657;0.50027055
1116:229 _s202200;38;0.715413176;0.174726923
1116:239 _s202200;28;0.706393153;0.132755106
1116:249 _s202200;49;0.694317936;0.413275139
1116:459 _s202200;28;0.683261224;0.132755106
1116:469 _s202200;28;0.672352835;0.114995168
1116:479 _s202200;31;0.690901273;0.145780566
1116:489 _s202200;32;0.692030636;0.147949737
1116:499 _s202200;32;0.674135283;0.130627904
1117:100 _s202200;75;0.639134399;0.528105397
1117:101 _s202200;51;0.674067425;0.25163967
1117:102 _s202200;44;0.647862688;0.221983023
1117:103 _s202200;43;0.634445144;0.199060394
1117:104 _s202200;43;0.631069925;0.199060394
1117:110 _s202200;48;0.688819234;0.214627146
1117:111 _s202200;46;0.696960288;0.214290348
1117:112 _s202200;39;0.678194148;0.171706914
1117:113 _s202200;38;0.650166165;0.150240329
1117:114 _s202200;36;0.636880774;0.104641343
1117:120 _s202200;53;0.690029155;0.4186722
1117:121 _s202200;29;0.694106653;0.132871723
1117:122 _s202200;29;0.663063874;0.116941411
1117:123 _s202200;30;0.680964395;0.134817967
1117:124 _s202200;29;0.64290266;0.080654538
1117:130 _s202200;27;0.67016526;0.114878551
1117:131 _s202200;28;0.687199036;0.132755106
1117:132 _s202200;28;0.677793474;0.132755106
1117:133 _s202200;28;0.675008027;0.132755106
1117:134 _s202200;29;0.678976971;0.132871723
1117:140 _s202200;25;0.630809773;0.076887784
1117:141 _s202200;25;0.631050477;0.076887784
1117:142 _s202200;28;0.681001686;0.132755106
1117:143 _s202200;28;0.687841592;0.132755106
1117:144 _s202200;29;0.717314355;0.143624144
1117:205 _s202200;44;0.643117631;0.221983023
1117:206 _s202200;44;0.642029658;0.221983023
1117:207 _s202200;44;0.651097524;0.221983023
1117:208 _s202200;44;0.649177925;0.221983023
1117:209 _s202200;41;0.599815928;0.141813427
1117:215 _s202200;39;0.663612364;0.171706914
1117:216 _s202200;38;0.635525507;0.120049186
1117:217 _s202200;43;0.64957812;0.215702365
1117:218 _s202200;43;0.636330608;0.171750407
1117:219 _s202200;42;0.618495454;0.146928413
1117:225 _s202200;32;0.680315644;0.147949737
1117:226 _s202200;32;0.681774312;0.147949737
1117:227 _s202200;35;0.640038741;0.10256941
1117:228 _s202200;37;0.645503707;0.124804704
1117:229 _s202200;40;0.637972007;0.14427269
1117:235 _s202200;42;0.646633945;0.176836295
1117:236 _s202200;31;0.692059475;0.145780566
1117:237 _s202200;29;0.644121881;0.080654538
1117:238 _s202200;39;0.70296118;0.178660093
1117:239 _s202200;42;0.69865803;0.17972005
1117:245 _s202200;36;0.710278485;0.171867148
1117:246 _s202200;32;0.718578477;0.16422984
1117:247 _s202200;30;0.696059207;0.145663949
1117:248 _s202200;30;0.688879302;0.134817967
1117:249 _s202200;30;0.695326809;0.134817967
1117:350 _s202200;28;0.691400135;0.132755106
1117:351 _s202200;28;0.685211931;0.132755106
1117:352 _s202200;29;0.716129845;0.143624144
1117:353 _s202200;26;0.660188479;0.114324807
1117:354 _s202200;27;0.679329071;0.114878551
1117:360 _s202200;29;0.692449135;0.132871723
1117:361 _s202200;29;0.70048633;0.132871723
1117:362 _s202200;30;0.712610799;0.143740761
1117:363 _s202200;27;0.678751383;0.114878551
1117:364 _s202200;29;0.701001458;0.143624144
1117:370 _s202200;38;0.709355793;0.174726923
1117:371 _s202200;39;0.707664462;0.174883261
1117:372 _s202200;39;0.700747936;0.174883261
1117:373 _s202200;39;0.704429244;0.174883261
1117:374 _s202200;39;0.708228582;0.174883261
1117:380 _s202200;44;0.689816445;0.180559988
1117:381 _s202200;44;0.678008273;0.180559988
1117:382 _s202200;41;0.695377935;0.177353896
1117:383 _s202200;40;0.703596694;0.17727737
1117:384 _s202200;40;0.70442937;0.17727737
1117:390 _s202200;40;0.707709008;0.17950056
1117:391 _s202200;45;0.688450263;0.180524664
1117:392 _s202200;43;0.696675671;0.179876387
1117:393 _s202200;45;0.686643696;0.180617106
1117:394 _s202200;41;0.707260741;0.179662932
1117:455 _s202200;30;0.714341771;0.154961384
1117:456 _s202200;33;0.719189957;0.170065419
1117:457 _s202200;30;0.720370906;0.154961384
1117:458 _s202200;29;0.700287092;0.143624144
1117:459 _s202200;28;0.67154111;0.116824794
1117:465 _s202200;32;0.713837692;0.16422984
1117:466 _s202200;33;0.720851867;0.170065419
1117:467 _s202200;34;0.717318197;0.172192043
1117:468 _s202200;30;0.701303435;0.145663949
1117:469 _s202200;28;0.67566123;0.116824794
1117:475 _s202200;35;0.716515512;0.172324065
1117:476 _s202200;34;0.71426751;0.166488486
1117:477 _s202200;32;0.715379208;0.157117807
1117:478 _s202200;37;0.699933559;0.174004742
1117:479 _s202200;30;0.696895502;0.145663949
1117:485 _s202200;39;0.711296716;0.177121032
1117:486 _s202200;39;0.710811621;0.177121032
1117:487 _s202200;37;0.719199866;0.173887784
1117:488 _s202200;38;0.70648266;0.174136764
1117:489 _s202200;34;0.705889772;0.166488486
1117:495 _s202200;40;0.713029491;0.17950056
1117:496 _s202200;41;0.693392554;0.177353896
1117:497 _s202200;40;0.701101176;0.17727737
1117:498 _s202200;32;0.711435521;0.157117807
1117:499 _s202200;40;0.707370686;0.17727737
1216:209 _s202200;36;0.67383061;0.169566117
1216:219 _s202200;37;0.663651911;0.169577862
1216:229 _s202200;36;0.67733314;0.169566117
1216:239 _s202200;32;0.649181383;0.117219921
1216:249 _s202200;24;0.545698549;0.02426782
1216:459 _s202200;30;0.652776937;0.097588008
1216:469 _s202200;28;0.631046726;0.07946486
1216:479 _s202200;28;0.628584212;0.07946486
1216:489 _s202200;38;0.669384407;0.174698266
1216:499 _s202200;44;0.630047856;0.164078565
1217:100 _s202200;33;0.655432758;0.120553563
1217:101 _s202200;41;0.702693771;0.179557678
1217:102 _s202200;43;0.706683501;0.194239789
1217:103 _s202200;45;0.692752908;0.19537828
1217:104 _s202200;43;0.701191727;0.180205956
1217:110 _s202200;36;0.677916844;0.169566117
1217:111 _s202200;36;0.684877064;0.169566117
1217:112 _s202200;35;0.693284706;0.16707472
1217:113 _s202200;46;0.688662147;0.195454806
1217:114 _s202200;48;0.671777798;0.195818225
1217:120 _s202200;32;0.634514354;0.100613228
1217:121 _s202200;38;0.649611178;0.170476917
1217:122 _s202200;34;0.682925113;0.151802464
1217:123 _s202200;41;0.707654106;0.179557678
1217:124 _s202200;41;0.709013026;0.179557678
1217:130 _s202200;30;0.64504142;0.088473128
1217:131 _s202200;30;0.645135739;0.088473128
1217:132 _s202200;30;0.64725803;0.088473128
1217:133 _s202200;31;0.661977496;0.129726972
1217:134 _s202200;38;0.70450626;0.177874789
1217:140 _s202200;29;0.64088401;0.080654538
1217:141 _s202200;29;0.641067369;0.080654538
1217:142 _s202200;29;0.64207092;0.080654538
1217:143 _s202200;29;0.64236703;0.080654538
1217:144 _s202200;32;0.67605802;0.147949737
1217:205 _s202200;42;0.706897734;0.180129429
1217:206 _s202200;45;0.685892651;0.180617106
1217:207 _s202200;45;0.674841064;0.181107144
1217:208 _s202200;41;0.705301809;0.179662932
1217:209 _s202200;41;0.691278854;0.177776154
1217:215 _s202200;48;0.665387675;0.181425413
1217:216 _s202200;48;0.656508296;0.181425413
1217:217 _s202200;46;0.674103637;0.181164262
1217:218 _s202200;45;0.678667854;0.181107144
1217:219 _s202200;40;0.712773396;0.17950056
1217:225 _s202200;49;0.657884288;0.183514366
1217:226 _s202200;41;0.701073454;0.179662932
1217:227 _s202200;40;0.710547666;0.17950056
1217:228 _s202200;42;0.686282662;0.180182908
